0373708440,0.0
0785300201,0.0
0345274695,8.0
0525946241,9.0
0345377370,0.0
0553206621,0.0
0446527130,8.0
0007651864,6.0
0684161141,0.0
0439064872,4.0
0373166419,0.0
0590444549,0.0
0749395699,7.0
0525941908,0.0
0553258877,0.0
0747277567,0.0
0425168298,0.0
0553348310,0.0
0440234743,0.0
0486268780,0.0
0373099614,0.0
0590568833,0.0
1569870535,0.0
051513287X,6.0
0525462325,6.0
3438012022,0.0
0061031410,8.0
081674890X,0.0
0373191413,0.0
0399132678,0.0
0553271644,7.0
3596287200,0.0
0432534220,2.0
0866250328,0.0
0373077386,0.0
0192828630,0.0
0373030258,0.0
8474104823,4.0
0439213592,8.0
0373222106,0.0
2070386023,5.0
1857235460,5.0
044014129X,0.0
3257008155,0.0
0590494511,0.0
157719084X,0.0
0531102637,0.0
0060807199,0.0
1564403963,9.0
0373104030,0.0
069620360X,0.0
0441005764,0.0
0679439528,0.0
0425104273,3.0
0192833898,0.0
0671618814,0.0
0446612790,0.0
0446672211,3.2
087690214X,0.0
0307021653,0.0
0151446474,0.0
0874869870,10.0
0515101486,10.0
0441132456,0.0
0373225628,0.0
0446677450,10.0
0373122322,0.0
0553210793,3.0
0452283736,0.0
0451091949,0.0
0345309154,0.0
0307118401,0.0
0373098863,0.0
0590846280,0.0
1577780728,9.0
0712624090,0.0
0373033052,0.0
051788710X,4.0
0140272100,6.0
0874065623,0.0
0943233623,0.0
030702122X,0.0
0671010085,0.0
3499134004,0.0
0439264669,0.0
0062701649,8.0
0892390506,0.0
0553572865,0.0
0307020010,0.0
2266095536,0.0
3423202327,3.0
0380710404,0.0
0449204324,0.0
0937295043,0.0
0060111011,9.0
0888503792,0.0
0060930187,10.0
0945260199,0.0
9724115380,9.0
1557820791,0.0
0373099444,0.0
0395376114,0.0
0943151163,0.0
0393046990,0.0
0517162768,10.0
0553250426,0.0
20202006935,8.0
0590454889,0.0
0440236878,0.0
0671648136,0.0
0553702351,0.0
1551660210,0.0
0373022301,0.0
0440092450,0.0
0312202318,2.0
1566910900,0.0
0316073040,0.0
9724114384,7.0
059023787X,0.0
0895779013,0.0
1581150601,0.0
0140366679,0.0
0425097722,0.0
9041330984,0.0
0060934417,4.5
0590456814,0.0
0688037879,0.0
0246134984,0.0
0307128067,0.0
0399145850,9.0
3404148576,8.0
0743497988,0.0
0590444972,0.0
