0671001922,278418
0373708440,278418
0785300201,278418
0345274695,278137
0525946241,277517
0345377370,278002
0553206621,277639
0446527130,278202
0816732345,278418
0007651864,277565
0684161141,278418
0439064872,277427
0439064872,278356
0373166419,278418
0590444549,278418
0749395699,278168
0525941908,278418
059042422X,278418
0747277567,278064
0786000465,278418
0425168298,277535
0425168298,278535
0553348310,278418
0440234743,277478
0440234743,278144
0440234743,9
0440234743,243
0486268780,278418
1588516156,278789
0446531480,278390
1569870535,278418
051513287X,278346
0525462325,277965
3438012022,277882
0061031410,278026
081674890X,278418
0373191413,278418
0399132678,277427
0553271644,277196
3596287200,276848
0373114710,278418
0866250328,278418
0373077386,278418
0192828630,278356
0373030258,278418
8474104823,276925
0373222106,278418
2070386023,276929
1857235460,278036
044014129X,277639
3257008155,276954
0590494511,278418
157719084X,278418
0531102637,278418
0060807199,278418
1564403963,277427
0373104030,278418
069620360X,278418
0441005764,278418
0679439528,277639
0425104273,276964
0425104273,277427
0425104273,277478
0192833898,278418
0671618814,278418
0446612790,277466
0446612790,277639
0446612790,278221
0446612790,243
0446672211,277901
0446672211,277938
0446672211,278144
0446672211,278418
0446672211,278633
0307021653,278418
0151446474,276884
0874869870,276986
0515101486,277984
0441132456,278418
0446677450,99
0373122322,278418
0553210793,277802
0553210793,278418
0452283736,277427
0451091949,277168
0345309154,278418
0307118401,278418
0373098863,278418
0590846280,278418
1577780728,278355
0712624090,277378
0373033052,277427
0373033052,278418
051788710X,278418
0140272100,243
0874065623,278418
0943233623,278418
030702122X,278418
0671010085,278418
3499134004,276798
0439264669,278418
0062701649,277965
0892390506,278418
0553572865,277427
0307020010,278418
2266095536,276925
3423202327,276994
3423202327,278563
0380710404,277203
0449204324,278418
0937295043,278418
0812511816,277036
2020258803,278637
0060930187,276986
0373194897,278418
9724115380,277509
1557820791,278418
0373099444,278418
0373117140,278418
0943151163,278218
0393046990,278314
0517162768,277523
0553250426,278633
20202006935,276929
0590454889,278418
0440236878,277662
0816744394,278418
0671648136,278418
0553702351,277639
0874061350,278418
1551660210,278418
0373022301,278418
0440092450,277639
0312202318,277586
1566910900,278418
1576734218,278543
0449205967,278418
9724114384,183
059023787X,278418
0590411136,278418
1581150601,278843
0425097722,278144
9041330984,278012
0590456814,277639
0688037879,277427
0246134984,278418
0307128067,278418
0399145850,277700
3404148576,276847
0709702884,278418
0590444972,278418
0743206029,278202
0440201705,277478
0380713292,277427
1567616089,276859
0617683993,69
1853262080,278418
0671524097,278418
0816731748,278418
0263739848,278418
0156027321,277363
0156027321,277959
0156027321,278243
1551666839,278144
0099312107,277962
0451410785,278694
0618129030,278246
8427911769,276786
0679736042,277427
0679736042,277928
0618093974,277195
2253172367,276929
0786014512,276746
0871135809,278418
0345380371,277965
0345380371,278418
0590568833,278418
0345452593,277523
0553264990,17
0316779032,278221
337903004X,277882
0451523369,277478
0671811223,277639
0394900901,278418
0373114729,278418
0671649469,278418
0842354220,278137
0373166060,278418
039923568X,278418
0440226430,277903
0440226430,278418
0440226430,278633
0440226430,243
0385504209,276925
0385504209,277427
0385504209,277439
0385504209,277589
0006715184,277478
0399149244,277930
0451524462,277774
0373030738,278418
0863695930,278218
0451166892,276755
0451166892,99
0394895711,278418
0385498179,278418
0877790426,277427
155748807X,278418
0964631636,278418
0786810068,278418
0671756443,278418
8831760122,276875
3453146972,278435
0146001184,278418
055358068X,277139
0373114397,278418
0340657588,278606
0373290071,278418
0449206610,278418
0816741190,278418
0140707018,278418
0671880187,278418
1844261085,277711
0671549219,277478
3746614007,277338
0312979533,277478
0374516812,277527
1557730091,277168
0307045501,278418
9724128725,183
0590819097,278418
0425182142,278188
0425182142,278418
0965589444,278536
0439288851,278418
