276988,0061081450
276988,0061083259
276988,0061087017
276988,0061094404
276988,0312925689
276988,0440295653
276988,0671793489
276988,0684845768
276988,0701169176
276822,0060096195
276822,0141310340
276822,0142302198
276822,0156006065
276822,0375821813
276822,038076041X
276822,0439087597
276822,0439401399
276822,0552546933
276822,0689804458
276822,0699854289
276822,0786812508
276822,0786817070
276822,0805057706
276822,1551925060
276822,1573248533
277427,002542730X
277427,0026217457
277427,003008685X
277427,0030615321
277427,0060002050
277427,0060006641
277427,0060159685
277427,0060177721
277427,0060192704
277427,0060542128
277427,0060913509
277427,0060929197
277427,006092988X
277427,0060930535
277427,0060932139
277427,0060934417
277427,0060951605
277427,0061004251
277427,0061009059
277427,0061030430
277427,0062505319
277427,0062507109
277427,0062735098
277427,0064400859
277427,006440188X
277427,0064636143
277427,0099288850
277427,0132220598
277427,0140067477
277427,0140067841
277427,0140086838
277427,0140185151
277427,0140283374
277427,014029628X
277427,014039026X
277427,0140390715
277427,0140621792
277427,014100018X
277427,0141439742
277427,0142001740
277427,015200405X
277427,0152050167
277427,0156000024
277427,0195009428
277427,0195283554
277427,0201000822
277427,0310205719
277427,0310221498
277427,0310268001
277427,0310396514
277427,0310435706
277427,0310803063
277427,0312302487
277427,0312944691
277427,0312950934
277427,0312961006
277427,0312965966
277427,0312966091
277427,031298328X
277427,0316037451
277427,0316096199
277427,0316168688
277427,0316284955
277427,0316569321
277427,0316602051
277427,0316666343
277427,0316776963
277427,0316777730
277427,0330234471
277427,033031582
277427,0345285859
277427,0345288068
277427,0345311396
277427,0345327772
277427,0345331966
277427,0345334019
277427,0345338545
277427,0345339681
277427,0345347226
277427,0345361792
277427,0345362632
277427,0345373561
277427,0345404769
277427,0345404777
277427,0345404785
277427,0345408039
277427,0345412214
277427,0345413903
277427,0345419707
277427,0345436911
277427,0373029519
277427,0373032811
277427,0373033052
277427,0373263694
277427,0373482620
277427,0373484232
277427,0373705115
277427,0374199698
277427,0375408886
277427,0375415491
277427,0375700129
277427,0375703764
277427,0375726659
277427,0375727132
277427,0375751513
277427,0376012161
277427,0376034750
277427,0380600129
277427,0380702843
277427,0380707551
277427,0380710218
277427,0380713292
277427,0380718332
277427,0380718758
277427,0380791978
277427,038081904X
277427,0380820048
277427,038082339X
277427,0380846578
277427,0380897822
277427,0385261861
277427,0385323816
277427,0385424736
277427,0385482388
277427,0385484518
277427,0385486804
277427,038548951X
277427,0385503857
277427,0385504209
277427,0393039242
277427,039304016X
277427,039447970X
277427,0394556968
277427,0394706528
277427,0394731220
277427,0394738136
277427,0394862147
277427,0395611571
277427,0395936136
277427,0399132678
277427,0399144463
277427,0399145990
277427,0399148442
277427,0399149562
277427,0399225064
277427,0399501487
277427,0399526145
277427,0425047962
277427,042507448X
277427,0425087859
277427,0425104273
277427,0425104338
277427,0425107469
277427,0425113884
